hit@1,recall@1,hit@3,recall@3,hit@5,recall@5,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,bucket
0.6071428571428571,0.48333333333333334,0.75,0.6154761904761904,0.8571428571428571,0.7345238095238095,0.7279411764705882,0.7279411764705882,0.7279411764705882,0.04804129255479488,0.24117647058823527,0.06926858295546146,Easy
0.7407407407407407,0.49691358024691357,0.8148148148148148,0.5895061728395061,0.8888888888888888,0.6820987654320988,0.7200435729847494,0.7200435729847494,0.7200435729847494,0.12680506413091552,0.23016934046345813,0.1538040503557745,Medium
0.375,0.31175595238095233,0.5625,0.46279761904761907,0.59375,0.4880952380952381,0.6516544117647058,0.6516544117647058,0.6516544117647058,0.04139532692733385,0.12396304675716442,0.059865750233585355,Hard
0.5632183908045977,0.42443897099069516,0.7011494252873564,0.5512588943623427,0.7701149425287356,0.6276135741652983,0.6974306964164977,0.6974306964164977,0.6974306964164977,0.09378758910036789,0.30946541203894146,0.12166432197188358,all
