plastic,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,MaxAbsEStateIndexDensity,MaxEStateIndexDensity,MinAbsEStateIndexDensity,MinEStateIndexDensity,qedDensity,SPSDensity,MolWtDensity,HeavyAtomMolWtDensity,ExactMolWtDensity,NumValenceElectronsDensity,NumRadicalElectronsDensity,BCUT2D_MWHIDensity,BCUT2D_MWLOWDensity,BCUT2D_CHGHIDensity,BCUT2D_CHGLODensity,BCUT2D_LOGPHIDensity,BCUT2D_LOGPLOWDensity,BCUT2D_MRHIDensity,BCUT2D_MRLOWDensity,AvgIpcDensity,LabuteASADensity,PEOE_VSA1Density,PEOE_VSA10Density,PEOE_VSA11Density,PEOE_VSA12Density,PEOE_VSA13Density,PEOE_VSA14Density,PEOE_VSA2Density,PEOE_VSA3Density,PEOE_VSA4Density,PEOE_VSA5Density,PEOE_VSA6Density,PEOE_VSA7Density,PEOE_VSA8Density,PEOE_VSA9Density,SMR_VSA1Density,SMR_VSA10Density,SMR_VSA2Density,SMR_VSA3Density,SMR_VSA4Density,SMR_VSA5Density,SMR_VSA6Density,SMR_VSA7Density,SMR_VSA8Density,SMR_VSA9Density,SlogP_VSA1Density,SlogP_VSA10Density,SlogP_VSA11Density,SlogP_VSA12Density,SlogP_VSA2Density,SlogP_VSA3Density,SlogP_VSA4Density,SlogP_VSA5Density,SlogP_VSA6Density,SlogP_VSA7Density,SlogP_VSA8Density,SlogP_VSA9Density,TPSADensity,EState_VSA1Density,EState_VSA10Density,EState_VSA11Density,EState_VSA2Density,EState_VSA3Density,EState_VSA4Density,EState_VSA5Density,EState_VSA6Density,EState_VSA7Density,EState_VSA8Density,EState_VSA9Density,VSA_EState1Density,VSA_EState10Density,VSA_EState2Density,VSA_EState3Density,VSA_EState4Density,VSA_EState5Density,VSA_EState6Density,VSA_EState7Density,VSA_EState8Density,VSA_EState9Density,FractionCSP3Density,NHOHCountDensity,NOCountDensity,NumAliphaticCarbocyclesDensity,NumAliphaticHeterocyclesDensity,NumAliphaticRingsDensity,NumAmideBondsDensity,NumAromaticCarbocyclesDensity,NumAromaticHeterocyclesDensity,NumAromaticRingsDensity,NumAtomStereoCentersDensity,NumBridgeheadAtomsDensity,NumHAcceptorsDensity,NumHDonorsDensity,NumHeteroatomsDensity,NumHeterocyclesDensity,NumRotatableBondsDensity,NumSaturatedCarbocyclesDensity,NumSaturatedHeterocyclesDensity,NumSaturatedRingsDensity,NumSpiroAtomsDensity,NumUnspecifiedAtomStereoCentersDensity,PhiDensity,RingCountDensity,fr_Al_COODensity,fr_Al_OHDensity,fr_Al_OH_noTertDensity,fr_ArNDensity,fr_Ar_COODensity,fr_Ar_NDensity,fr_Ar_NHDensity,fr_Ar_OHDensity,fr_COODensity,fr_COO2Density,fr_C_ODensity,fr_C_O_noCOODensity,fr_C_SDensity,fr_HOCCNDensity,fr_ImineDensity,fr_NH0Density,fr_NH1Density,fr_NH2Density,fr_N_ODensity,fr_Ndealkylation1Density,fr_Ndealkylation2Density,fr_NhpyrroleDensity,fr_SHDensity,fr_aldehydeDensity,fr_alkyl_carbamateDensity,fr_alkyl_halideDensity,fr_allylic_oxidDensity,fr_amideDensity,fr_amidineDensity,fr_anilineDensity,fr_aryl_methylDensity,fr_azideDensity,fr_azoDensity,fr_barbiturDensity,fr_benzeneDensity,fr_benzodiazepineDensity,fr_bicyclicDensity,fr_diazoDensity,fr_dihydropyridineDensity,fr_epoxideDensity,fr_esterDensity,fr_etherDensity,fr_furanDensity,fr_guanidoDensity,fr_halogenDensity,fr_hdrzineDensity,fr_hdrzoneDensity,fr_imidazoleDensity,fr_imideDensity,fr_isocyanDensity,fr_isothiocyanDensity,fr_ketoneDensity,fr_ketone_ToplissDensity,fr_lactamDensity,fr_lactoneDensity,fr_methoxyDensity,fr_morpholineDensity,fr_nitrileDensity,fr_nitroDensity,fr_nitro_aromDensity,fr_nitro_arom_nonorthoDensity,fr_nitrosoDensity,fr_oxazoleDensity,fr_oximeDensity,fr_para_hydroxylationDensity,fr_phenolDensity,fr_phenol_noOrthoHbondDensity,fr_phos_acidDensity,fr_phos_esterDensity,fr_piperdineDensity,fr_piperzineDensity,fr_priamideDensity,fr_prisulfonamdDensity,fr_pyridineDensity,fr_quatNDensity,fr_sulfideDensity,fr_sulfonamdDensity,fr_sulfoneDensity,fr_term_acetyleneDensity,fr_tetrazoleDensity,fr_thiazoleDensity,fr_thiocyanDensity,fr_thiopheneDensity,fr_unbrch_alkaneDensity,fr_ureaDensity
Impranil,14.236292839050293,14.236292839050293,0.0,-5.8548455238342285,0.005128446500748396,35.60952377319336,3016.569091796875,2770.616943359375,3014.71435546875,1200.0,0.0,1.0,-0.5299825072288513,1.0,0.5299825072288513,0.17142857611179352,0.3095238208770752,0.46190476417541504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6015843152999878,0.0,16850.375,370.7691650390625,343.8956604003906,101.8956527709961,193.56654357910156,168.602783203125,47.750267028808594,25.440458297729492,25.440458297729492,12.209750175476074,12.209750175476074,5.859010219573975,5.859010219573975,-15.359999656677246,38.28028869628906,148.9584503173828,147.999267578125,1599.45849609375,195.20777893066406,6.093240261077881,99.53837585449219,58.45212173461914,0.0,127.7367172241211,71.91806030273438,74.63239288330078,0.0,0.0,132.6142120361328,261.7688903808594,444.5152587890625,120.42019653320312,599.813232421875,167.00527954101562,0.0,106.84950256347656,5.155712604522705,452.9566345214844,261.1169128417969,0.0,0.0,0.0,141.5133056640625,52.73991012573242,0.0,0.0,433.33172607421875,171.85275268554688,0.0,758.6358032226562,5.155712604522705,29.668041229248047,0.0,0.0,941.739990234375,987.9282836914062,134.5590362548828,0.0,29.55728530883789,0.0,0.0,0.0,0.0,0.0,105.50540924072266,335.3471984863281,2074.268310546875,0.0,382.7898254394531,-15.068848609924316,-10.375068664550781,-57.511756896972656,0.0,-433.7227783203125,-222.4629364013672,0.0,0.798561155796051,210.0,21.0,70.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,54.0,21.0,71.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,27.153202056884766,0.0,9.112899780273438,756.6475219726562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,27.0,0.0,0.0,0.0,1.0,20.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06779187172651291,0.06779187172651291,0.0,-0.027880216017365456,2.442117329337634e-05,0.16956916451454163,14.364614486694336,13.193414688110352,14.355783462524414,5.714285850524902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002864687005057931,7.616468906402588,0.9295608401298523,0.029015429317951202,0.4739922881126404,0.27834343910217285,0.0,0.6082701086997986,0.34246695041656494,0.35539236664772034,0.0,0.0,0.631496250629425,1.2465184926986694,2.116739273071289,0.573429524898529,2.8562533855438232,0.7952632308006287,0.0,0.5088071227073669,0.024551013484597206,2.1569364070892334,1.2434138059616089,0.0,0.0,0.0,0.6738728880882263,0.2511424124240875,0.0,0.0,2.0634844303131104,0.8183464407920837,0.0,3.61255145072937,0.024551013484597206,0.14127638936042786,0.0,0.0,4.484476089477539,4.704420566558838,0.6407572627067566,0.0,0.1407489776611328,0.0,0.0,0.0,0.0,0.0,0.5024067163467407,1.5968914031982422,9.87746810913086,0.0,1.8228087425231934,-0.07175642251968384,-0.049405090510845184,-0.2738654911518097,0.0,-2.0653464794158936,-1.0593472719192505,0.0,0.0038026722613722086,0.10000000149011612,0.3333333432674408,0.0,0.0,0.0,0.07619047909975052,0.0,0.0,0.0,0.0,0.0,0.2571428716182709,0.10000000149011612,0.3380952477455139,0.0,0.699999988079071,0.0,0.0,0.0,0.0,0.0,0.12930096685886383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004761904943734407,0.12857143580913544,0.12857143580913544,0.0,0.0,0.0,0.004761904943734407,0.095238097012043,0.0,0.01904761977493763,0.0,0.0,0.0,0.0,0.0,0.0476190485060215,0.0,0.0,0.07619047909975052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142873108387,0.07619047909975052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02380952425301075,0.02380952425301075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004761904943734407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P(3HB-co-3MP),14.913718223571777,14.913718223571777,3.158081293106079,-6.646421432495117,0.05040869489312172,42.53520965576172,1019.1849975585938,936.5289916992188,1018.5348510742188,408.0,0.0,0.30962032079696655,-0.4811203181743622,0.4811203181743622,0.30962032079696655,0.4084506928920746,0.6760563254356384,0.8873239159584045,16.600984573364258,9.980842590332031,2.377044439315796,-2.298915147781372,2.279232978820801,-2.379563808441162,5.781357288360596,-0.17485924065113068,0.7164525389671326,10.128949165344238,5008.62255859375,125.55167388916016,115.57321166992188,33.57321548461914,65.1924819946289,56.94021987915039,16.12372398376465,10.719685554504395,10.719685554504395,5.356579303741455,5.356579303741455,2.991262674331665,2.991262674331665,-5.340000152587891,12.762887001037598,29.871749877929688,27.743146896362305,533.2279052734375,52.84938430786133,52.32532501220703,0.0,1.4311996698379517,1.4311996698379517,59.69305419921875,47.94537353515625,0.0,0.0,0.0,34.25946044921875,100.383544921875,102.80689239501953,76.6630630493164,210.4554443359375,59.69305419921875,2.8623993396759033,0.0,0.0,256.777587890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.74720764160156,90.57714080810547,0.0,308.0329284667969,0.0,0.0,1.4311996698379517,0.0,294.2300109863281,316.47064208984375,47.94537353515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.84938430786133,112.52308654785156,708.3726806640625,0.0,144.0091552734375,6.737570762634277,-31.50730323791504,-40.554630279541016,0.0,-119.5916976928711,-82.29910278320312,0.0,0.800000011920929,71.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,21.0,2.0,21.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,5.369714736938477,0.0,6.639100074768066,251.64259338378906,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21005237102508545,0.21005237102508545,0.04448001831769943,-0.09361157566308975,0.00070998165756464,0.5990874767303467,14.354718208312988,13.19054889678955,14.345561027526855,5.746479034423828,0.0,0.2338166981935501,0.14057524502277374,0.03347950056195259,-0.032379087060689926,0.03210187330842018,-0.03351498395204544,0.08142756670713425,-0.0024628061801195145,0.010090881027281284,7.510252475738525,0.7443575263023376,0.7369764447212219,0.0,0.020157741382718086,0.020157741382718086,0.8407472372055054,0.6752869486808777,0.0,0.0,0.0,0.48252761363983154,1.4138528108596802,1.4479843378067017,1.0797613859176636,2.9641611576080322,0.8407472372055054,0.04031548276543617,0.0,0.0,3.6165859699249268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.827425479888916,1.275734305381775,0.0,4.338491916656494,0.0,0.0,0.020157741382718086,0.0,4.144084453582764,4.457333087921143,0.6752869486808777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7443575263023376,1.5848321914672852,9.977080345153809,0.0,2.0282979011535645,0.0948953628540039,-0.4437648355960846,-0.5711919665336609,0.0,-1.6843900680541992,-1.1591423749923706,0.0,0.011267605237662792,0.028169013559818268,0.2957746386528015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14084507524967194,0.0,0.2957746386528015,0.028169013559818268,0.2957746386528015,0.0,0.7042253613471985,0.0,0.0,0.0,0.0,0.0,0.07562978565692902,0.0,0.014084506779909134,0.014084506779909134,0.0,0.0,0.0,0.0,0.0,0.0,0.014084506779909134,0.014084506779909134,0.14084507524967194,0.1267605572938919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1267605572938919,0.1267605572938919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOFLEX,13.955252647399902,13.955252647399902,1.888611912727356,-5.608068466186523,0.008542192168533802,28.875,2240.367919921875,2097.23193359375,2238.887451171875,870.0,0.0,0.3388184905052185,-0.46567267179489136,0.46567267179489136,0.3388184905052185,0.15625,0.26875001192092896,0.39375001192092896,17.20941925048828,10.12901496887207,2.229595184326172,-2.0861916542053223,2.2056944370269775,-2.113999128341675,5.981413841247559,-0.2701924741268158,0.7032748460769653,1.1520962715148926,12506.40625,242.04266357421875,217.96292114257812,75.96292114257812,131.4973907470703,109.2306137084961,38.230613708496094,22.573213577270508,22.573213577270508,12.486868858337402,12.486868858337402,6.613925933837891,6.613925933837891,-16.18000030517578,34.68556594848633,81.42922973632812,60.9420051574707,1125.3988037109375,94.73725891113281,0.0,0.0,0.0,0.0,131.32472229003906,48.03840637207031,62.328983306884766,4.887570858001709,0.0,0.0,323.4599609375,171.60635375976562,285.669677734375,404.6399230957031,131.32472229003906,0.0,0.0,0.0,243.1290740966797,131.17970275878906,211.7794647216797,0.0,0.0,0.0,0.0,0.0,0.0,262.5044250488281,152.45777893066406,0.0,562.0726318359375,145.01805114746094,0.0,0.0,0.0,578.5999755859375,717.4129638671875,105.47982025146484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.51239776611328,194.64772033691406,1248.371337890625,0.0,305.0005187988281,0.0,-24.990222930908203,-66.87992858886719,-50.471824645996094,-190.5049285888672,-110.35829162597656,0.0,0.5,160.0,0.0,44.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,44.0,0.0,44.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,17.652618408203125,6.0,16.49959945678711,559.4580078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08722033351659775,0.08722033351659775,0.011803824454545975,-0.03505042567849159,5.338870323612355e-05,0.18046875298023224,14.002300262451172,13.10770034790039,13.993045806884766,5.4375,0.0,0.10755887627601624,0.06330634653568268,0.013934970833361149,-0.013038696721196175,0.013785590417683125,-0.013212494552135468,0.03738383576273918,-0.0016887029632925987,0.004395467694848776,7.033742904663086,0.592107892036438,0.0,0.0,0.0,0.0,0.8207795023918152,0.30024003982543945,0.3895561397075653,0.03054731898009777,0.0,0.0,2.0216245651245117,1.0725396871566772,1.785435438156128,2.5289995670318604,0.8207795023918152,0.0,0.0,0.0,1.5195567607879639,0.8198731541633606,1.3236216306686401,0.0,0.0,0.0,0.0,0.0,0.0,1.6406526565551758,0.9528610706329346,0.0,3.5129542350769043,0.9063628315925598,0.0,0.0,0.0,3.6162500381469727,4.48383092880249,0.6592488884925842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6532025337219238,1.216548204421997,7.802320957183838,0.0,1.9062532186508179,0.0,-0.15618889033794403,-0.4179995357990265,-0.31544890999794006,-1.1906558275222778,-0.6897393465042114,0.0,0.0031250000465661287,0.0,0.2750000059604645,0.0,0.0,0.0,0.0,0.03750000149011612,0.0,0.03750000149011612,0.0,0.0,0.2750000059604645,0.0,0.2750000059604645,0.0,0.53125,0.0,0.0,0.0,0.0,0.0,0.11032886803150177,0.03750000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13750000298023224,0.13750000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03750000149011612,0.0,0.0,0.0,0.0,0.0,0.13124999403953552,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCL,13.754050254821777,13.754050254821777,2.6542251110076904,-5.654080390930176,0.0324832946062088,38.2716064453125,1159.4549560546875,1056.6390380859375,1158.69140625,468.0,0.0,0.3052775263786316,-0.48123037815093994,0.48123037815093994,0.3052775263786316,0.2222222238779068,0.3827160596847534,0.5432098507881165,16.560544967651367,10.159255981445312,2.1118431091308594,-2.073007822036743,2.1189513206481934,-2.085249900817871,5.718496799468994,-0.14558011293411255,0.6993277668952942,7.707664489746094,5976.724609375,150.5516815185547,140.57321166992188,38.57321548461914,77.6924819946289,69.44022369384766,18.62372398376465,9.813754081726074,9.813754081726074,4.699489593505859,4.699489593505859,2.2668845653533936,2.2668845653533936,-5.340000152587891,13.51343822479248,57.878292083740234,59.10987091064453,624.9767456054688,52.84938430786133,0.0,0.0,1.4311996698379517,1.4311996698379517,59.69305419921875,47.94537353515625,0.0,0.0,0.0,6.3729248046875,184.8148193359375,179.94891357421875,86.44603729248047,237.87060546875,59.69305419921875,2.8623993396759033,0.0,0.0,254.9169921875,65.58985137939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.9317169189453,90.57714080810547,0.0,391.99285888671875,0.0,0.0,1.4311996698379517,0.0,294.2300109863281,380.19989013671875,47.94537353515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.84938430786133,139.93824768066406,860.71533203125,0.0,134.06192016601562,6.611595153808594,0.0,-34.842529296875,0.0,-215.73744201660156,-53.142234802246094,0.0,0.8333333134651184,81.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,21.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,9.655983924865723,0.0,10.556099891662598,298.0325927734375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16980308294296265,0.16980308294296265,0.032768212258815765,-0.06980346143245697,0.0004010283446405083,0.4724889397621155,14.31425952911377,13.044925689697266,14.304831504821777,5.777777671813965,0.0,0.20445118844509125,0.1254229098558426,0.02607213705778122,-0.025592688471078873,0.026159893721342087,-0.025743825361132622,0.07059872895479202,-0.0017972852801904082,0.00863367598503828,7.715762615203857,0.6524615287780762,0.0,0.0,0.017669131979346275,0.017669131979346275,0.7369512915611267,0.5919181704521179,0.0,0.0,0.0,0.07867808640003204,2.2816643714904785,2.2215914726257324,1.067234992980957,2.936674118041992,0.7369512915611267,0.03533826395869255,0.0,0.0,3.147123336791992,0.8097512722015381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6905150413513184,1.1182363033294678,0.0,4.839417934417725,0.0,0.0,0.017669131979346275,0.0,3.6324691772460938,4.693825721740723,0.5919181704521179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6524615287780762,1.727632761001587,10.626115798950195,0.0,1.6550854444503784,0.08162462711334229,0.0,-0.4301546812057495,0.0,-2.6634252071380615,-0.656076967716217,0.0,0.010288066230714321,0.02469135820865631,0.25925925374031067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25925925374031067,0.02469135820865631,0.25925925374031067,0.0,0.7407407164573669,0.0,0.0,0.0,0.0,0.0,0.11920967698097229,0.0,0.012345679104328156,0.012345679104328156,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679104328156,0.012345679104328156,0.12345679104328156,0.1111111119389534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111119389534,0.1111111119389534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
