,Impranil,P(3HB-co-3MP),ECOFLEX,PCL,PLA,O-PVA,PMCL,PHO,PHBH,LDPE,PPL,PEA,P4HB,PHBV,PBSeT,PET,PHBVH,NR,PBAT,PEG,PEF,PHV,PES,PHB,Nylon,P3HP,PE,PBSA,PVA,PBS,PS,PA,PHPV,PU
PPL,0.5579133,0.56822866,0.2486248,0.21276706,5.9604645e-08,0.4993406,0.35331613,0.12373239,0.56682533,0.17938524,0.0,0.102793396,0.08696115,0.25491858,0.71799046,0.12829751,0.21081865,0.19069517,0.1351617,0.58166087,0.18427557,0.5670711,0.038639843,0.08716506,0.36057717,0.007530153,0.17938524,0.11540556,0.4691112,0.11979747,0.24854004,0.36057717,0.08715844,0.23625368
PEA,0.70769274,0.45203793,0.4616825,0.2769221,0.102793396,0.22534776,0.33516788,0.263097,0.45027018,0.12337428,0.102793396,0.0,0.057999015,0.17677051,0.924653,0.24582982,0.14194441,0.36989927,0.30805397,0.34608763,0.3031112,0.45057982,0.09384996,0.061929286,0.4662174,0.06724632,0.12337428,0.23248863,0.19672126,0.24690247,0.39018232,0.4662174,0.061708033,0.3500716
P4HB,0.627154,0.28159583,0.49586934,0.19239897,0.08696115,0.25374913,0.1992203,0.23923963,0.2802632,0.23567986,0.08696115,0.057999015,0.0,0.05928719,1.0044487,0.30225348,0.036343932,0.42512268,0.34428674,0.31787682,0.40197444,0.2804889,0.11131662,0.0001270175,0.4743166,0.07246208,0.23567986,0.2743103,0.22374147,0.29860103,0.39128464,0.4743166,0.00011307001,0.35017216
PHBV,0.58908486,0.08894473,0.68668866,0.17395729,0.25491858,0.22587585,0.0855099,0.33607316,0.08814812,0.37645888,0.25491858,0.17677051,0.05928719,0.0,1.1814952,0.47309566,0.0029076934,0.6227461,0.5330302,0.25647706,0.62664855,0.08828205,0.24375093,0.056459427,0.60298896,0.24712121,0.37645888,0.43320197,0.19580662,0.4757157,0.50638616,0.60298896,0.05660236,0.4579745
PBSeT,0.8586358,1.3385506,0.18302417,0.84515697,0.71799046,1.3957517,1.0742937,0.7163432,1.3383224,0.6492636,0.71799046,0.924653,1.0044487,1.1814952,0.0,0.43996865,1.147367,0.5166199,0.31491977,1.2725013,0.34766573,1.3383551,0.6705389,1.0037558,0.8664291,0.7603673,0.6492636,0.41880405,1.3569819,0.38171208,0.78727996,0.8664291,1.0037843,0.7516798
PET,0.3990835,0.74064434,0.09789902,0.21147978,0.12829751,0.77810395,0.4255333,0.10999036,0.73963124,0.09390962,0.12829751,0.24582982,0.30225348,0.47309566,0.43996865,0.0,0.43260437,0.060821354,0.031226277,0.81559795,0.047516346,0.7398225,0.06881648,0.3006066,0.3322391,0.16024226,0.09390962,0.011161327,0.7299912,0.01153785,0.16737342,0.3322391,0.300713,0.15953708
PHBVH,0.59822285,0.12298417,0.6445204,0.17292178,0.21081865,0.22237599,0.10374981,0.31107843,0.12205768,0.34068716,0.21081865,0.14194441,0.036343932,0.0029076934,1.147367,0.43260437,0.0,0.5776871,0.4893753,0.261571,0.574719,0.12221342,0.20853007,0.03418368,0.5735309,0.20104957,0.34068716,0.39506215,0.19214171,0.43383288,0.47804028,0.5735309,0.03429109,0.4322319
NR,0.37271726,0.8995626,0.17115182,0.30676758,0.19069517,0.9490148,0.55790555,0.13233262,0.89873195,0.19400114,0.19069517,0.36989927,0.42512268,0.6227461,0.5166199,0.060821354,0.5776871,0.0,0.10305357,1.0235806,0.096661866,0.8988985,0.16127664,0.4229617,0.26581532,0.23403198,0.19400114,0.09758043,0.9109493,0.0919013,0.08941668,0.26581532,0.4231161,0.14524323
PBAT,0.48102063,0.8102428,0.026488781,0.26286107,0.1351617,0.8512875,0.48991024,0.143206,0.80926394,0.18046457,0.1351617,0.30805397,0.34428674,0.5330302,0.31491977,0.031226277,0.4893753,0.10305357,0.0,0.8704275,0.060186863,0.809443,0.09814483,0.34261543,0.4179079,0.17219824,0.18046457,0.017497122,0.8064976,0.009802759,0.24992627,0.4179079,0.34271216,0.24301183
PEG,0.9716379,0.31136864,0.9942289,0.58812463,0.58166087,0.20221627,0.43956286,0.7817679,0.3102187,0.5635339,0.58166087,0.34608763,0.31787682,0.25647706,1.2725013,0.81559795,0.261571,1.0235806,0.8704275,0.0,0.89804274,0.310394,0.578537,0.32170415,0.8803108,0.519678,0.5635339,0.7714866,0.1864453,0.8064698,0.9753718,0.8803108,0.32145256,0.8135578
PEF,0.5907483,0.9413186,0.10173899,0.40134698,0.18427557,0.8535822,0.63848555,0.24908245,0.940134,0.122648954,0.18427557,0.3031112,0.40197444,0.62664855,0.34766573,0.047516346,0.574719,0.096661866,0.060186863,0.89804274,0.0,0.94034976,0.15786356,0.40274686,0.42601556,0.20529377,0.122648954,0.06897509,0.8055397,0.052486062,0.28025138,0.42601556,0.4027273,0.28272766
PHV,0.5767906,1.7881393e-06,0.93782645,0.25958353,0.5670711,0.33053392,0.07856566,0.5335274,1.1920929e-07,0.6321695,0.5670711,0.45057982,0.2804889,0.08828205,1.3383551,0.7398225,0.12221342,0.8988985,0.809443,0.310394,0.94034976,0.0,0.50770456,0.27423286,0.8026091,0.5719338,0.6321695,0.69076014,0.30419743,0.7490963,0.70523405,0.8026091,0.27455944,0.6497029
PES,0.4672535,0.50874734,0.20825887,0.1228081,0.038639843,0.4947126,0.26616496,0.06778848,0.50747037,0.10962206,0.038639843,0.09384996,0.11131662,0.24375093,0.6705389,0.06881648,0.20853007,0.16127664,0.09814483,0.578537,0.15786356,0.50770456,0.0,0.1105634,0.390217,0.05095637,0.10962206,0.051487267,0.45619267,0.06435716,0.20893615,0.390217,0.110605955,0.20903713
PHB,0.6174016,0.2753147,0.4938079,0.18551892,0.08716506,0.25897187,0.19175267,0.234613,0.27401215,0.23770118,0.08716506,0.061929286,0.0001270175,0.056459427,1.0037558,0.3006066,0.03418368,0.4229617,0.34261543,0.32170415,0.40274686,0.27423286,0.1105634,0.0,0.47317195,0.07442111,0.23770118,0.27253878,0.22867143,0.2973575,0.38695657,0.47317195,4.172325e-07,0.34677178
Nylon,0.2910087,0.8032101,0.5281955,0.4333173,0.36057717,0.84134537,0.58108926,0.34034353,0.8024504,0.3420543,0.36057717,0.4662174,0.4743166,0.60298896,0.8664291,0.3322391,0.5735309,0.26581532,0.4179079,0.8803108,0.42601556,0.8026091,0.390217,0.47317195,0.0,0.38127494,0.3420543,0.39977825,0.82540596,0.40487504,0.24660826,0.0,0.4732697,0.058700323
P3HP,0.63304126,0.5732616,0.2938323,0.25581968,0.007530153,0.429277,0.3833478,0.16860169,0.5716553,0.1702798,0.007530153,0.06724632,0.07246208,0.24712121,0.7603673,0.16024226,0.20104957,0.23403198,0.17219824,0.519678,0.20529377,0.5719338,0.05095637,0.07442111,0.38127494,0.0,0.1702798,0.14637232,0.4010899,0.14974338,0.29491442,0.38127494,0.0743137,0.272399
PE,0.5055741,0.63333595,0.29460353,0.27586722,0.17938524,0.5207254,0.41410357,0.23764336,0.63190556,5.9604645e-08,0.17938524,0.12337428,0.23567986,0.37645888,0.6492636,0.09390962,0.34068716,0.19400114,0.18046457,0.5635339,0.122648954,0.6321695,0.10962206,0.23770118,0.3420543,0.1702798,0.0,0.1157276,0.47164053,0.12410945,0.28058112,0.3420543,0.23760533,0.20451593
PBSA,0.43706882,0.6915939,0.0732522,0.18706095,0.11540556,0.743055,0.38743997,0.10334301,0.6905718,0.1157276,0.11540556,0.23248863,0.2743103,0.43320197,0.41880405,0.011161327,0.39506215,0.09758043,0.017497122,0.7714866,0.06897509,0.69076014,0.051487267,0.27253878,0.39977825,0.14637232,0.1157276,0.0,0.6944733,0.0028175712,0.20574218,0.39977825,0.27264154,0.20673764
PVA,0.9840239,0.30539113,0.9699976,0.5224644,0.4691112,0.0047439337,0.4027071,0.64520186,0.30393398,0.47164053,0.4691112,0.19672126,0.22374147,0.19580662,1.3569819,0.7299912,0.19214171,0.9109493,0.8064976,0.1864453,0.8055397,0.30419743,0.45619267,0.22867143,0.82540596,0.4010899,0.47164053,0.6944733,0.0,0.72509277,0.8172711,0.82540596,0.22837871,0.7523713
PBS,0.46943152,0.74996716,0.057484448,0.22565174,0.11979747,0.7730464,0.43940014,0.12200707,0.74890035,0.12410945,0.11979747,0.24690247,0.29860103,0.4757157,0.38171208,0.01153785,0.43383288,0.0919013,0.009802759,0.8064698,0.052486062,0.7490963,0.06435716,0.2973575,0.40487504,0.14974338,0.12410945,0.0028175712,0.72509277,0.0,0.21511215,0.40487504,0.29743224,0.22064418
PS,0.30650783,0.705642,0.3547721,0.24809718,0.24854004,0.8523182,0.4247474,0.1400913,0.7051141,0.28058112,0.24854004,0.39018232,0.39128464,0.50638616,0.78727996,0.16737342,0.47804028,0.08941668,0.24992627,0.9753718,0.28025138,0.70523405,0.20893615,0.38695657,0.24660826,0.29491442,0.28058112,0.20574218,0.8172711,0.21511215,0.0,0.24660826,0.38723522,0.14014804
PA,0.2910087,0.8032101,0.5281955,0.4333173,0.36057717,0.84134537,0.58108926,0.34034353,0.8024504,0.3420543,0.36057717,0.4662174,0.4743166,0.60298896,0.8664291,0.3322391,0.5735309,0.26581532,0.4179079,0.8803108,0.42601556,0.8026091,0.390217,0.47317195,0.0,0.38127494,0.3420543,0.39977825,0.82540596,0.40487504,0.24660826,0.0,0.4732697,0.058700323
PHPV,0.6179664,0.2756424,0.49392062,0.18589711,0.08715844,0.25866258,0.19215488,0.23487997,0.2743382,0.23760533,0.08715844,0.061708033,0.00011307001,0.05660236,1.0037843,0.300713,0.03429109,0.4231161,0.34271216,0.32145256,0.4027273,0.27455944,0.110605955,4.172325e-07,0.4732697,0.0743137,0.23760533,0.27264154,0.22837871,0.29743224,0.38723522,0.4732697,0.0,0.34698784
PU,0.16890842,0.6502414,0.35361624,0.21557313,0.23625368,0.7826812,0.37793213,0.15379661,0.6495515,0.20451593,0.23625368,0.3500716,0.35017216,0.4579745,0.7516798,0.15953708,0.4322319,0.14524323,0.24301183,0.8135578,0.28272766,0.6497029,0.20903713,0.34677178,0.058700323,0.272399,0.20451593,0.20673764,0.7523713,0.22064418,0.14014804,0.058700323,0.34698784,0.0
