,Impranil,P(3HB-co-3MP),ECOFLEX,PCL,PLA,O-PVA,PMCL,PHO,PHBH,LDPE,PPL,PEA,P4HB,PHBV,PBSeT,PET,PHBVH,NR,PBAT,PEG,PEF,PHV,PES,PHB,Nylon,P3HP,PE,PBSA,PVA,PBS,PS,PA,PHPV,PU
PPL,0.4420867,0.43177134,0.7513752,0.78723294,0.99999994,0.5006594,0.6466839,0.8762676,0.43317467,0.82061476,1.0,0.8972066,0.91303885,0.7450814,0.28200954,0.8717025,0.78918135,0.80930483,0.8648383,0.4183391,0.81572443,0.4329289,0.96136016,0.91283494,0.63942283,0.99246985,0.82061476,0.88459444,0.5308888,0.88020253,0.75145996,0.63942283,0.91284156,0.7637463
PEA,0.29230723,0.54796207,0.5383175,0.7230779,0.8972066,0.77465224,0.6648321,0.736903,0.5497298,0.8766257,0.8972066,1.0,0.942001,0.8232295,0.075346984,0.7541702,0.8580556,0.6301007,0.691946,0.65391237,0.6968888,0.5494202,0.90615004,0.9380707,0.5337826,0.9327537,0.8766257,0.76751137,0.80327874,0.75309753,0.6098177,0.5337826,0.93829197,0.6499284
P4HB,0.372846,0.7184042,0.50413066,0.80760103,0.91303885,0.74625087,0.8007797,0.76076037,0.7197368,0.76432014,0.91303885,0.942001,1.0,0.9407128,-0.0044486835,0.6977465,0.96365607,0.5748773,0.65571326,0.6821232,0.59802556,0.7195111,0.8886834,0.999873,0.5256834,0.9275379,0.76432014,0.7256897,0.7762585,0.70139897,0.60871536,0.5256834,0.99988693,0.64982784
PHBV,0.41091514,0.91105527,0.31331134,0.8260427,0.7450814,0.77412415,0.9144901,0.66392684,0.9118519,0.6235411,0.7450814,0.8232295,0.9407128,1.0,-0.18149522,0.52690434,0.9970923,0.37725386,0.4669698,0.74352294,0.37335148,0.91171795,0.75624907,0.9435406,0.39701107,0.7528788,0.6235411,0.56679803,0.8041934,0.5242843,0.4936138,0.39701107,0.94339764,0.5420255
PBSeT,0.1413642,-0.33855057,0.81697583,0.15484303,0.28200954,-0.39575174,-0.07429374,0.28365678,-0.33832243,0.35073638,0.28200954,0.075346984,-0.0044486835,-0.18149522,1.0,0.56003135,-0.14736703,0.4833801,0.68508023,-0.27250138,0.6523343,-0.33835512,0.3294611,-0.0037558512,0.13357091,0.23963271,0.35073638,0.58119595,-0.35698187,0.6182879,0.21272005,0.13357091,-0.0037842442,0.2483202
PET,0.6009165,0.2593557,0.902101,0.7885202,0.8717025,0.22189605,0.5744667,0.89000964,0.26036876,0.9060904,0.8717025,0.7541702,0.6977465,0.52690434,0.56003135,1.0,0.5673956,0.93917865,0.9687737,0.18440205,0.95248365,0.2601775,0.9311835,0.6993934,0.6677609,0.83975774,0.9060904,0.9888387,0.27000883,0.98846215,0.8326266,0.6677609,0.699287,0.8404629
PHBVH,0.40177712,0.8770158,0.3554796,0.8270782,0.78918135,0.777624,0.8962502,0.6889216,0.8779423,0.65931284,0.78918135,0.8580556,0.96365607,0.9970923,-0.14736703,0.5673956,1.0,0.42231292,0.5106247,0.738429,0.425281,0.8777866,0.79146993,0.9658163,0.4264691,0.79895043,0.65931284,0.60493785,0.8078583,0.5661671,0.5219597,0.4264691,0.9657089,0.5677681
NR,0.62728274,0.10043738,0.8288482,0.6932324,0.80930483,0.05098519,0.44209442,0.8676674,0.10126803,0.80599886,0.80930483,0.6301007,0.5748773,0.37725386,0.4833801,0.93917865,0.42231292,1.0,0.89694643,-0.023580572,0.90333813,0.1011015,0.83872336,0.5770383,0.7341847,0.765968,0.80599886,0.90241957,0.08905071,0.9080987,0.9105833,0.7341847,0.5768839,0.8547568
PBAT,0.5189794,0.18975721,0.9735112,0.7371389,0.8648383,0.14871255,0.51008976,0.856794,0.19073606,0.81953543,0.8648383,0.691946,0.65571326,0.4669698,0.68508023,0.9687737,0.5106247,0.89694643,1.0,0.12957254,0.93981314,0.19055702,0.9018552,0.6573846,0.5820921,0.82780176,0.81953543,0.9825029,0.19350244,0.99019724,0.75007373,0.5820921,0.65728784,0.75698817
PEG,0.028362123,0.68863136,0.005771119,0.41187537,0.4183391,0.79778373,0.56043714,0.21823211,0.6897813,0.43646607,0.4183391,0.65391237,0.6821232,0.74352294,-0.27250138,0.18440205,0.738429,-0.023580572,0.12957254,1.0,0.101957284,0.689606,0.42146304,0.67829585,0.1196892,0.480322,0.43646607,0.22851343,0.8135547,0.19353022,0.024628237,0.1196892,0.67854744,0.1864422
PEF,0.40925166,0.058681455,0.898261,0.598653,0.81572443,0.1464178,0.36151445,0.75091755,0.059866026,0.87735105,0.81572443,0.6968888,0.59802556,0.37335148,0.6523343,0.95248365,0.425281,0.90333813,0.93981314,0.101957284,1.0,0.059650235,0.84213644,0.59725314,0.57398444,0.7947062,0.87735105,0.9310249,0.19446029,0.94751394,0.7197486,0.57398444,0.5972727,0.71727234
PHV,0.4232094,0.9999982,0.062173534,0.74041647,0.4329289,0.6694661,0.92143434,0.46647263,0.9999999,0.36783051,0.4329289,0.5494202,0.7195111,0.91171795,-0.33835512,0.2601775,0.8777866,0.1011015,0.19055702,0.689606,0.059650235,1.0,0.49229544,0.72576714,0.19739093,0.4280662,0.36783051,0.30923983,0.69580257,0.25090373,0.29476598,0.19739093,0.72544056,0.35029706
PES,0.5327465,0.49125263,0.79174113,0.8771919,0.96136016,0.5052874,0.73383504,0.9322115,0.4925296,0.89037794,0.96136016,0.90615004,0.8886834,0.75624907,0.3294611,0.9311835,0.79146993,0.83872336,0.9018552,0.42146304,0.84213644,0.49229544,1.0,0.8894366,0.609783,0.94904363,0.89037794,0.94851273,0.5438073,0.93564284,0.79106385,0.609783,0.88939404,0.7909629
PHB,0.38259837,0.7246853,0.5061921,0.8144811,0.91283494,0.74102813,0.8082473,0.765387,0.72598785,0.7622988,0.91283494,0.9380707,0.999873,0.9435406,-0.0037558512,0.6993934,0.9658163,0.5770383,0.6573846,0.67829585,0.59725314,0.72576714,0.8894366,1.0,0.52682805,0.9255789,0.7622988,0.7274612,0.77132857,0.7026425,0.6130434,0.52682805,0.9999996,0.6532282
Nylon,0.7089913,0.19678994,0.47180447,0.5666827,0.63942283,0.15865462,0.41891074,0.65965647,0.1975496,0.6579457,0.63942283,0.5337826,0.5256834,0.39701107,0.13357091,0.6677609,0.4264691,0.7341847,0.5820921,0.1196892,0.57398444,0.19739093,0.609783,0.52682805,1.0,0.61872506,0.6579457,0.60022175,0.17459401,0.59512496,0.75339174,1.0,0.5267303,0.9412997
P3HP,0.36695877,0.4267384,0.7061677,0.7441803,0.99246985,0.570723,0.6166522,0.8313983,0.42834473,0.8297202,0.99246985,0.9327537,0.9275379,0.7528788,0.23963271,0.83975774,0.79895043,0.765968,0.82780176,0.480322,0.7947062,0.4280662,0.94904363,0.9255789,0.61872506,1.0,0.8297202,0.8536277,0.5989101,0.8502566,0.7050856,0.61872506,0.9256863,0.727601
PE,0.4944259,0.36666405,0.7053965,0.7241328,0.82061476,0.47927457,0.58589643,0.76235664,0.3680944,0.99999994,0.82061476,0.8766257,0.76432014,0.6235411,0.35073638,0.9060904,0.65931284,0.80599886,0.81953543,0.43646607,0.87735105,0.36783051,0.89037794,0.7622988,0.6579457,0.8297202,1.0,0.8842724,0.5283595,0.87589055,0.7194189,0.6579457,0.76239467,0.79548407
PBSA,0.5629312,0.30840608,0.9267478,0.81293905,0.88459444,0.256945,0.61256003,0.896657,0.30942824,0.8842724,0.88459444,0.76751137,0.7256897,0.56679803,0.58119595,0.9888387,0.60493785,0.90241957,0.9825029,0.22851343,0.9310249,0.30923983,0.94851273,0.7274612,0.60022175,0.8536277,0.8842724,1.0,0.30552667,0.9971824,0.7942578,0.60022175,0.72735846,0.79326236
PVA,0.015976079,0.69460887,0.03000239,0.47753558,0.5308888,0.99525607,0.5972929,0.35479814,0.696066,0.5283595,0.5308888,0.80327874,0.7762585,0.8041934,-0.35698187,0.27000883,0.8078583,0.08905071,0.19350244,0.8135547,0.19446029,0.69580257,0.5438073,0.77132857,0.17459401,0.5989101,0.5283595,0.30552667,1.0,0.27490726,0.18272887,0.17459401,0.7716213,0.24762866
PBS,0.5305685,0.25003284,0.94251555,0.77434826,0.88020253,0.22695366,0.56059986,0.8779929,0.25109965,0.87589055,0.88020253,0.75309753,0.70139897,0.5242843,0.6182879,0.98846215,0.5661671,0.9080987,0.99019724,0.19353022,0.94751394,0.25090373,0.93564284,0.7026425,0.59512496,0.8502566,0.87589055,0.9971824,0.27490726,1.0,0.78488785,0.59512496,0.70256776,0.7793558
PS,0.6934922,0.29435802,0.6452279,0.7519028,0.75145996,0.14768177,0.5752526,0.8599087,0.29488584,0.7194189,0.75145996,0.6098177,0.60871536,0.4936138,0.21272005,0.8326266,0.5219597,0.9105833,0.75007373,0.024628237,0.7197486,0.29476598,0.79106385,0.6130434,0.75339174,0.7050856,0.7194189,0.7942578,0.18272887,0.78488785,1.0,0.75339174,0.6127648,0.85985196
PA,0.7089913,0.19678994,0.47180447,0.5666827,0.63942283,0.15865462,0.41891074,0.65965647,0.1975496,0.6579457,0.63942283,0.5337826,0.5256834,0.39701107,0.13357091,0.6677609,0.4264691,0.7341847,0.5820921,0.1196892,0.57398444,0.19739093,0.609783,0.52682805,1.0,0.61872506,0.6579457,0.60022175,0.17459401,0.59512496,0.75339174,1.0,0.5267303,0.9412997
PHPV,0.3820336,0.7243576,0.5060794,0.8141029,0.91284156,0.7413374,0.8078451,0.76512,0.7256618,0.76239467,0.91284156,0.93829197,0.99988693,0.94339764,-0.0037842442,0.699287,0.9657089,0.5768839,0.65728784,0.67854744,0.5972727,0.72544056,0.88939404,0.9999996,0.5267303,0.9256863,0.76239467,0.72735846,0.7716213,0.70256776,0.6127648,0.5267303,1.0,0.65301216
PU,0.8310916,0.34975863,0.64638376,0.78442687,0.7637463,0.2173188,0.62206787,0.8462034,0.35044852,0.79548407,0.7637463,0.6499284,0.64982784,0.5420255,0.2483202,0.8404629,0.5677681,0.8547568,0.75698817,0.1864422,0.71727234,0.35029706,0.7909629,0.6532282,0.9412997,0.727601,0.79548407,0.79326236,0.24762866,0.7793558,0.85985196,0.9412997,0.65301216,1.0
