,Impranil,P(3HB-co-3MP),ECOFLEX,PCL,PLA,O-PVA,PMCL,PHO,PHBH,LDPE,PPL,PEA,P4HB,PHBV,PBSeT,PET,PHBVH,NR,PBAT,PEG,PEF,PHV,PES,PHB,Nylon,P3HP,PE,PBSA,PVA,PBS,PS,PA,PHPV,PU
PPL,0.5753795,0.3607782,0.20462126,0.06988996,0.0,0.2887054,0.89263576,0.17989755,0.17900223,0.41772807,0.0,0.58410156,0.7206117,0.1440543,0.30475837,0.18671113,0.26348007,0.1579637,0.1475119,0.5454161,0.2346242,0.36839134,0.19580948,0.08615565,0.4264952,0.52866125,0.41772807,0.10965073,0.2888496,0.13261944,0.2548148,0.4264952,0.64142513,0.25681996
PEA,1.0667183,0.4377957,0.7857668,0.6087893,0.58410156,0.6716485,0.83302927,0.49536288,0.84015787,0.18700123,0.58410156,0.0,0.018921137,0.62447035,0.65107095,0.50423217,0.9415019,0.48499662,0.53515804,0.29170138,0.5308492,0.43697757,0.16615129,0.35193354,0.79181314,0.008722007,0.18700123,0.5954643,0.6701789,0.5114597,0.37687826,0.79181314,0.8018716,0.7273536
P4HB,1.1204102,0.5079522,0.88339984,0.7125412,0.7206117,0.7846993,0.7378961,0.57969105,0.9463713,0.2643509,0.7206117,0.018921137,0.0,0.7204766,0.75781226,0.62469673,1.0290549,0.6253154,0.6562011,0.34385693,0.66149616,0.50450015,0.25151658,0.45740253,0.8888877,0.03809589,0.2643509,0.71308386,0.78321874,0.6300732,0.49334228,0.8888877,0.8049423,0.8410847
PHBV,0.5657116,0.21704704,0.3975736,0.089583695,0.1440543,0.35302603,0.63048786,0.19264138,0.03785312,0.5723599,0.1440543,0.62447035,0.7204766,0.0,0.5613589,0.47672302,0.12630051,0.2816785,0.41681182,0.71181834,0.5803684,0.21150655,0.3441531,0.14294952,0.58473134,0.548787,0.5723599,0.33002776,0.3544134,0.3777449,0.3957975,0.58473134,0.37276268,0.43586093
PBSeT,0.5519306,0.53381085,0.23667067,0.29964346,0.30475837,0.47733492,1.076202,0.5458193,0.63470846,0.3393221,0.30475837,0.65107095,0.75781226,0.5613589,0.0,0.15181941,0.77982956,0.2796262,0.092931926,0.62518895,0.2155993,0.5402618,0.2844842,0.28487712,0.4188301,0.6333868,0.3393221,0.15850222,0.47912514,0.14867002,0.35633922,0.4188301,1.2003039,0.283001
PET,0.5947895,0.42798615,0.19339001,0.23109102,0.18671113,0.5253172,1.1134831,0.5004393,0.5756696,0.1761033,0.18671113,0.50423217,0.62469673,0.47672302,0.15181941,0.0,0.7268692,0.15387559,0.020639002,0.5789599,0.032820582,0.4457503,0.1621589,0.16037613,0.3214423,0.4787987,0.1761033,0.056484997,0.52486706,0.024203837,0.16798103,0.3214423,1.1003962,0.18089783
PHBVH,0.68909466,0.60563505,0.5637584,0.2755304,0.26348007,0.29683948,0.61708325,0.32929248,0.062268376,0.9522919,0.26348007,0.9415019,1.0290549,0.12630051,0.77982956,0.7268692,0.0,0.5564271,0.6548412,0.75617665,0.7819429,0.6006393,0.6629905,0.4252261,0.7244154,0.86820066,0.9522919,0.53933144,0.2974403,0.62653995,0.732054,0.7244154,0.20150846,0.6062707
NR,0.5155848,0.21904457,0.33211356,0.18742585,0.1579637,0.43589514,1.1820828,0.37321454,0.35207725,0.20586175,0.1579637,0.48499662,0.6253154,0.2816785,0.2796262,0.15387559,0.5564271,0.0,0.15785843,0.6522838,0.204588,0.23456496,0.18838847,0.10974878,0.29839802,0.42632186,0.20586175,0.18307626,0.43657327,0.15000743,0.065107524,0.29839802,0.92402625,0.19231248
PBAT,0.5812402,0.40817684,0.11702627,0.17705792,0.1475119,0.4827544,1.0479275,0.44737232,0.5119634,0.2318359,0.1475119,0.53515804,0.6562011,0.41681182,0.092931926,0.020639002,0.6548412,0.15785843,0.0,0.57575727,0.07511735,0.42585748,0.15398741,0.13001949,0.35636508,0.5038831,0.2318359,0.021782279,0.48299742,0.009203792,0.18700129,0.35636508,1.0574297,0.19566834
PEG,1.2356957,0.8695804,0.7906348,0.71272016,0.5454161,0.32955086,0.9594986,0.53143966,0.8245881,0.4950127,0.5454161,0.29170138,0.34385693,0.71181834,0.62518895,0.5789599,0.75617665,0.6522838,0.57575727,0.0,0.52254426,0.86442167,0.35491848,0.5404459,0.93441707,0.30587816,0.4950127,0.62574685,0.32746422,0.5885042,0.62169826,0.93441707,0.6935605,0.85051346
PEF,0.74573696,0.55403864,0.28336883,0.35388523,0.2346242,0.5195584,1.2530078,0.57133234,0.6631126,0.19915646,0.2346242,0.5308492,0.66149616,0.5803684,0.2155993,0.032820582,0.7819429,0.204588,0.07511735,0.52254426,0.0,0.5743567,0.22473925,0.25480062,0.4097519,0.5127362,0.19915646,0.12537724,0.5183867,0.08120072,0.21823525,0.4097519,1.1294911,0.27779794
PHV,0.557701,0.0069675446,0.48568612,0.23268706,0.36839134,0.70975554,0.7935745,0.3558548,0.34578288,0.32009858,0.36839134,0.43697757,0.50450015,0.21150655,0.5402618,0.4457503,0.6006393,0.23456496,0.42585748,0.86442167,0.5743567,0.0,0.27354085,0.16063708,0.59388816,0.3799652,0.32009858,0.3978811,0.7119349,0.38212436,0.23726839,0.59388816,0.80195904,0.4762007
PES,0.74572873,0.2704743,0.3335498,0.22166348,0.19580948,0.47293168,0.86818695,0.25961393,0.5129585,0.1270011,0.19580948,0.16615129,0.25151658,0.3441531,0.2844842,0.1621589,0.6629905,0.18838847,0.15398741,0.35491848,0.22473925,0.27354085,0.0,0.07144332,0.51842296,0.1462819,0.1270011,0.1817531,0.4725365,0.13941115,0.1560595,0.51842296,0.8476193,0.37095433
PHB,0.5862789,0.15278643,0.22169298,0.06606865,0.08615565,0.41595703,0.8110864,0.22474039,0.26583707,0.21997052,0.08615565,0.35193354,0.45740253,0.14294952,0.28487712,0.16037613,0.4252261,0.10974878,0.13001949,0.5404459,0.25480062,0.16063708,0.07144332,0.0,0.42825818,0.29932654,0.21997052,0.108599484,0.41653246,0.10270947,0.1387443,0.42825818,0.7086627,0.2682104
Nylon,0.30761325,0.580305,0.56036973,0.4027449,0.4264952,0.60100317,1.1933273,0.6819624,0.591059,0.45519733,0.4264952,0.79181314,0.8888877,0.58473134,0.4188301,0.3214423,0.7244154,0.29839802,0.35636508,0.93441707,0.4097519,0.59388816,0.51842296,0.42825818,0.0,0.7390231,0.45519733,0.41351306,0.6009432,0.38118666,0.37562132,5.9604645e-08,1.0373735,0.046408236
P3HP,1.034444,0.37889743,0.7453352,0.55059314,0.52866125,0.63024557,0.84652877,0.4599446,0.7621626,0.17408639,0.52866125,0.008722007,0.03809589,0.548787,0.6333868,0.4787987,0.86820066,0.42632186,0.5038831,0.30587816,0.5127362,0.3799652,0.1462819,0.29932654,0.7390231,0.0,0.17408639,0.55579233,0.6288228,0.47659153,0.32943946,0.7390231,0.7457026,0.6767307
PE,0.7540846,0.315463,0.5300871,0.42254543,0.41772807,0.6407838,1.1007452,0.5699501,0.7518743,5.9604645e-08,0.41772807,0.18700123,0.2643509,0.5723599,0.3393221,0.1761033,0.9522919,0.20586175,0.2318359,0.4950127,0.19915646,0.32009858,0.1270011,0.21997052,0.45519733,0.17408639,0.0,0.31560802,0.6401788,0.22647035,0.15672868,0.45519733,1.082276,0.37114358
PBSA,0.5918082,0.37840414,0.055840254,0.12434924,0.10965073,0.49455273,0.94505334,0.41570503,0.41439337,0.31560802,0.10965073,0.5954643,0.71308386,0.33002776,0.15850222,0.056484997,0.53933144,0.18307626,0.021782279,0.62574685,0.12537724,0.3978811,0.1817531,0.108599484,0.41351306,0.55579233,0.31560802,0.0,0.4947883,0.011667728,0.21408975,0.41351306,0.947749,0.23035169
PVA,0.77193713,0.7185084,0.6483134,0.3947289,0.2888496,7.033348e-05,0.95151246,0.39912367,0.32905942,0.6401788,0.2888496,0.6701789,0.78321874,0.3544134,0.47912514,0.52486706,0.2974403,0.43657327,0.48299742,0.32746422,0.5183867,0.7119349,0.4725365,0.41653246,0.6009432,0.6288228,0.6401788,0.4947883,0.0,0.51679623,0.610803,0.6009432,0.51098895,0.51372457
PBS,0.61537457,0.36174303,0.098345816,0.16036433,0.13261944,0.5166805,1.0172276,0.4351012,0.481391,0.22647035,0.13261944,0.5114597,0.6300732,0.3777449,0.14867002,0.024203837,0.62653995,0.15000743,0.009203792,0.5885042,0.08120072,0.38212436,0.13941115,0.10270947,0.38118666,0.47659153,0.22647035,0.011667728,0.51679623,0.0,0.16114259,0.38118666,1.0106957,0.2149812
PS,0.6451803,0.21678704,0.34723878,0.2848348,0.2548148,0.61051726,1.1986583,0.4415086,0.52235645,0.15672868,0.2548148,0.37687826,0.49334228,0.3957975,0.35633922,0.16798103,0.732054,0.065107524,0.18700129,0.62169826,0.21823525,0.23726839,0.1560595,0.1387443,0.37562132,0.32943946,0.15672868,0.21408975,0.610803,0.16114259,0.0,0.37562132,1.0062481,0.27990586
PA,0.30761325,0.580305,0.56036973,0.4027449,0.4264952,0.60100317,1.1933273,0.6819624,0.591059,0.45519733,0.4264952,0.79181314,0.8888877,0.58473134,0.4188301,0.3214423,0.7244154,0.29839802,0.35636508,0.93441707,0.4097519,0.59388816,0.51842296,0.42825818,5.9604645e-08,0.7390231,0.45519733,0.41351306,0.6009432,0.38118666,0.37562132,0.0,1.0373735,0.046408236
PHPV,1.0500144,0.81293243,0.9885841,0.6401398,0.64142513,0.51186854,0.43966734,0.5424504,0.37028307,1.082276,0.64142513,0.8018716,0.8049423,0.37276268,1.2003039,1.1003962,0.20150846,0.92402625,1.0574297,0.6935605,1.1294911,0.80195904,0.8476193,0.7086627,1.0373735,0.7457026,1.082276,0.947749,0.51098895,1.0106957,1.0062481,1.0373735,0.0,0.9959623
PU,0.24573362,0.46588713,0.36385876,0.22373134,0.25681996,0.5136024,1.081993,0.5263624,0.45518076,0.37114358,0.25681996,0.7273536,0.8410847,0.43586093,0.283001,0.18089783,0.6062707,0.19231248,0.19566834,0.85051346,0.27779794,0.4762007,0.37095433,0.2682104,0.046408236,0.6767307,0.37114358,0.23035169,0.51372457,0.2149812,0.27990586,0.046408236,0.9959623,0.0
