,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
PPL,0.0032986253,0.2651718,0.42571655,0.033865266,-0.056988783,-0.37060216,0.62961763,0.16126238,-0.8204976,0.5523144,0.16300628,0.27328733,0.24764596,-0.049087595,0.021243207,0.6438322,-0.13340013,0.52260303,0.4016493,0.34687808,0.0025454327,-0.36684674,0.04082711,0.28500077,0.19270946,0.21991473,0.26974872,0.37186313,0.28863394,0.02241312,-0.13312207,0.65282345,0.44635504,0.5015785,-0.44549242,0.21170352,0.21031542,-0.041518684,-0.3370815,-0.20457928,-0.19243969,-0.05880397,-0.11181465,0.3198452,0.43322164,0.44675934,-0.075632066,-0.12778929,-0.28180227,0.1938965,-0.1819391,0.060571596,-0.3686683,-0.29248205,0.016977314,-0.1528121,0.53739387,-0.529933,-0.34121862,0.64449507,0.21146235,-0.3175833,-0.23110768,0.24004476
PEA,0.036117647,-0.3470134,-0.012841915,0.61043084,-0.08758043,-0.35750884,0.01955498,-0.4583495,-0.7531305,0.16637707,-0.038472842,0.20553264,-0.36542034,-0.34213558,-0.19127676,0.64909095,0.093323216,-0.0012723283,-0.094830304,-0.04603481,0.03499462,0.4066417,0.3440347,0.5890049,-0.035617042,-0.24853835,0.51480865,-0.12698339,-0.12559828,0.077498324,-0.50615877,0.08809766,0.37853253,0.39253497,-0.006168507,0.56784034,0.06184488,0.47227952,-0.10444796,-0.58991146,0.3026469,0.039837856,-0.28593642,0.07096583,0.058817066,0.17260776,0.14048532,0.28360906,-0.42347544,-0.2311296,0.13355204,0.42049566,-0.23353891,0.054594558,-0.033077836,-0.25129882,0.26106316,-0.10799817,-0.09683355,0.38173407,0.728934,-0.15128818,-0.2516816,0.13438693
P4HB,0.048539363,-0.36048737,-0.098080195,0.5530172,-0.04630174,-0.28239644,-0.0640213,-0.4087389,-0.5454264,0.07039981,0.020106126,0.15639856,-0.34221888,-0.34691635,-0.20729038,0.537337,0.094149314,-0.07406738,-0.050610784,-0.04179487,0.04590287,0.45187604,0.27339488,0.46607727,-0.04701185,-0.21064414,0.37166277,-0.20780921,-0.14538898,0.016162002,-0.44344667,-0.0059766294,0.29769322,0.28221178,0.058179874,0.50129867,-0.005321573,0.4884232,-0.12440409,-0.46658978,0.3013248,0.007961218,-0.20350283,-0.013419092,-0.031225564,0.05598646,0.13320689,0.2715236,-0.35725886,-0.16595481,0.12487825,0.4060221,-0.10808234,0.0790089,-0.09382599,-0.18193996,0.117724404,-0.043644186,-0.059952166,0.30102006,0.6692014,-0.15601546,-0.14463641,0.11045828
PHBV,-0.015372597,0.16249317,0.18841772,0.12430955,-0.2916258,-0.26510975,0.35763645,0.034806963,-0.40488604,0.5467582,-0.09443297,0.40426004,0.27657458,0.25825125,-0.21011792,0.47095558,-0.19949937,0.5146053,0.47092965,0.3679446,-0.023341028,-0.17540969,-0.08171236,0.31612012,0.40278253,0.22941896,0.06455555,0.1854495,0.064351,-0.04959492,-0.27644002,0.42888024,0.22009023,0.21673062,-0.2839999,0.103455804,0.11551371,0.096776836,-0.3205169,-0.21925421,-0.21375072,-0.064890176,-0.30689222,-0.07585659,0.24698716,0.36465573,0.11815167,-0.364627,-0.14336689,0.20253289,0.016685208,-0.024517367,-0.12842043,-0.26289356,0.0017084978,-0.053413928,0.07607406,-0.43562225,-0.4480583,0.5674354,0.3840797,-0.42822126,-0.12355913,0.17927708
PBSeT,0.14465034,-0.18374398,0.7893736,-0.31261376,-0.18280643,-0.7760748,1.1556847,0.54484135,-1.0683316,0.49470899,0.09323088,-0.36095986,0.4348795,-0.5767001,0.2884932,0.23450758,-0.49010724,0.097087994,0.18184476,0.025042783,-0.10198167,0.33695808,0.20256095,0.4623931,-0.3350789,-0.027243938,0.14586437,0.1797261,0.74779195,0.01669284,-0.42872542,0.60927737,1.0526698,0.4644536,-0.76734805,0.7531147,0.5930464,-0.32893717,-0.29697755,-0.4012884,0.19263273,-0.062898636,0.3831722,0.8086217,0.83486617,0.44383135,-0.23416205,0.49335694,0.23275082,-0.009606959,-0.39159068,-0.16173787,-1.1195441,-0.69778955,0.2387047,-0.91170883,0.10925853,-0.192555,0.18646783,1.1075647,-0.2740174,-0.6016261,-0.5383316,0.24709655
PET,0.06278539,0.044545338,0.44219932,0.06508882,0.21980365,-0.2757389,0.4820674,0.20055641,-0.88727075,0.41094813,0.3358028,0.09871089,-0.028965306,-0.18949813,0.12036611,0.36340523,-0.20622694,0.20503569,-0.009250322,0.03507197,-0.0012131742,0.051839445,0.25847808,0.114715636,-0.2217583,0.034586553,0.34688878,0.1630851,0.34552142,0.1546091,-0.24158964,0.4570487,0.4138836,0.334483,-0.3834827,0.36869466,0.18644792,-0.1400339,-0.22647247,-0.15334883,-0.022462377,-0.22766197,-0.010307997,0.5963966,0.48998353,0.4720728,-0.0049053025,0.09096037,-0.20519568,0.09901866,-0.23634405,0.068719566,-0.38805845,-0.2449804,0.08497748,-0.5404958,0.2591169,-0.13347,0.1604456,0.34678212,0.07169501,-0.2350916,-0.29279765,0.3336989
PHBVH,-0.096140414,0.34235606,0.23272844,-0.1829178,-0.1940967,-0.33190852,0.44763923,0.024513863,-0.12960348,0.5540264,-0.024345161,0.4259733,0.70289224,0.4610845,-0.14689437,0.6255654,-0.09977323,0.677404,0.5553403,0.63387877,0.13689291,-0.52066535,-0.2786062,0.11570387,0.59707856,0.34153023,-0.22007331,0.32799834,-0.023698298,-0.19974457,0.0031206917,0.48275417,0.03388887,0.23451065,-0.13312905,-0.116182216,-0.01688146,0.030611914,-0.19512321,-0.120313674,-0.26227263,0.18228263,-0.3026135,-0.07694759,0.19992885,0.25053197,-0.05793973,-0.41170987,-0.0655785,0.39836285,-0.04513909,-0.0046296534,-0.07643309,-0.16915253,0.109768406,0.07327771,0.3263084,-0.70783424,-0.6786831,0.50275624,0.42126107,-0.43212467,0.13474753,0.04942325
NR,0.3278027,-0.014296169,1.3421617,0.44767228,0.122466445,-1.1281126,1.6425989,0.3020069,-3.3023474,2.5974808,-0.096044846,0.55600655,-1.1579777,0.2110794,0.05332048,1.34479,-0.8282033,1.6561528,1.4420006,0.017134352,0.120648086,-0.44113165,0.51637673,1.9598131,0.47884578,0.58376396,1.9430488,0.5491861,0.9938043,1.3505281,-2.0875401,1.8258483,1.8178785,1.0760847,-1.6574471,0.45694616,1.2888329,-0.85595995,-0.5346935,-1.6186299,-0.23746294,-0.43917936,-0.92446303,1.4356844,1.9838668,2.350766,-0.3886956,-0.7135646,-0.4581125,-0.1788132,-0.3750696,-0.26912352,-0.8318578,-1.6725701,1.2573829,-1.2188499,1.2131412,-1.1580449,-0.14370336,1.6669414,0.27164045,-0.92597044,-1.9091299,1.072027
PBAT,0.08633532,0.010600193,0.4879367,-0.018401885,0.0863002,-0.2976342,0.55205435,0.29916158,-0.89046043,0.4359827,0.27629983,0.08436663,0.061137207,-0.25919485,0.15973066,0.35350314,-0.21272594,0.23233455,0.08781173,0.1224587,0.009336497,0.058253855,0.28506774,0.18695498,-0.19989793,0.017976765,0.26473868,0.14969881,0.33861902,0.041016538,-0.24060783,0.50458276,0.538782,0.37668902,-0.45941588,0.40510756,0.2932266,-0.13077126,-0.2861491,-0.19040547,-0.10266013,-0.20662802,0.07007359,0.60702354,0.48879722,0.42156357,-0.013489635,0.108259454,-0.12674713,0.1484576,-0.24401191,0.036686525,-0.5142543,-0.32518727,0.0701923,-0.49193087,0.23443545,-0.23849301,0.062745,0.5209292,0.03579439,-0.30478022,-0.28329605,0.3050815
PEG,0.19389018,-0.057065908,0.2661635,-0.15386204,0.08625592,-0.9257927,0.15667194,-0.5581579,-0.5689214,0.26929784,0.22785157,0.13135733,0.3951044,-0.6497683,-0.33102843,1.1767164,0.7790715,-0.047695294,-0.24887222,-0.3737466,-0.022954365,0.1909281,0.47916868,0.8795015,-0.25619093,-0.18193792,0.40958616,0.15696378,-0.16780749,-0.1367481,0.1228996,0.19923787,0.38707584,1.123771,0.32094017,0.6463844,-0.406304,0.5881978,0.22501558,-1.0381199,0.20062631,0.6217375,-0.3848308,0.51853925,0.28285035,0.1733876,-0.2506679,0.6762512,-0.44830954,-0.30196,-0.1793852,0.85595226,-1.0937576,0.7079875,0.5314721,-0.49754584,0.8278489,-0.7975225,-0.422113,0.904934,0.9851577,0.02159057,-0.12694713,-0.4393775
PEF,-0.03550857,0.08335497,0.72232395,0.01449373,0.3962243,-0.3612699,0.64397484,0.17134202,-1.2096864,0.47291487,0.65257716,0.07944982,0.03633886,-0.21444274,0.18998477,0.46877322,-0.021352438,0.2818252,-0.09895716,-0.0113565335,0.03292198,-0.05392026,0.40908146,0.1270653,-0.28232002,0.011372331,0.57023513,0.35078308,0.4321049,0.36488748,-0.28664604,0.5786207,0.45475978,0.5009148,-0.4383897,0.38459313,0.18441552,-0.25452375,-0.07951268,-0.1530204,0.04441474,-0.23819502,-0.002554447,0.7809273,0.68202716,0.6372732,-0.020966625,0.1608163,-0.35909656,-0.024033675,-0.2390457,0.16061366,-0.67110497,-0.13119346,0.14927457,-0.719917,0.4959648,-0.17012519,0.30177245,0.31902143,0.025678582,-0.029089464,-0.3907525,0.33429393
PHV,0.063954115,-0.014619315,0.12813206,0.6174289,-0.50910467,-0.1622092,0.23280002,0.04090699,-0.8078616,0.6704664,-0.2987955,0.47441277,-0.31267253,0.14609937,-0.38588056,0.2705754,-0.41366848,0.47025067,0.5124025,0.049784314,-0.30592853,0.26261854,0.12519374,0.69468033,0.32638514,0.14805111,0.49279752,0.034528606,0.1849648,0.20610483,-0.79329586,0.39241514,0.45191494,0.14220856,-0.54651815,0.32844618,0.34261855,0.18644938,-0.56306404,-0.39880005,-0.24996637,-0.4578332,-0.46965852,-0.21390949,0.35165465,0.629437,0.4182631,-0.4952124,-0.2579389,-0.032847427,0.19837864,-0.15318628,-0.1194116,-0.48695993,-0.14352368,-0.154537,-0.37348914,-0.056490507,-0.21529146,0.71599156,0.362924,-0.5201568,-0.56534463,0.3752046
PES,0.09716512,-0.09698275,0.21915157,0.31833673,-0.1325657,-0.34146568,0.27865142,-0.03197224,-0.8136507,0.34428132,0.0779359,0.19477604,-0.12754418,-0.31308392,-0.058672428,0.53839815,-0.09443735,0.18255389,0.10106124,0.07726655,-0.019750362,0.16703187,0.22772294,0.47703025,-0.062007304,-0.05339786,0.4422542,0.07930525,0.16810943,0.037615653,-0.35632083,0.3521906,0.47864854,0.46883473,-0.24754126,0.4983769,0.1512294,0.1978643,-0.31197265,-0.39145952,0.04573764,-0.11016063,-0.063051686,0.26593313,0.2697358,0.33403438,0.05867522,0.11919731,-0.3578541,-0.050154947,-0.09392885,0.24513507,-0.33371162,-0.18297987,-0.024303775,-0.2799451,0.31490454,-0.20712842,-0.09861865,0.57975125,0.38232163,-0.2669578,-0.26727185,0.21432407
PHB,0.059007417,0.0050684754,0.26372552,0.22125411,-0.12178526,-0.24926049,0.3475392,0.06556097,-0.72542137,0.45684493,0.035719458,0.27215704,-0.0021634044,-0.06832843,-0.05440052,0.46089628,-0.16941476,0.33390146,0.25809184,0.19375354,-0.020260511,0.036446963,0.15903689,0.34907007,0.10204798,0.070248395,0.24688904,0.09768806,0.13481063,0.025027473,-0.35154435,0.41493088,0.41231483,0.31965342,-0.34866795,0.32181406,0.19983605,0.06861869,-0.34223452,-0.27611038,-0.11091365,-0.17611499,-0.17871152,0.20004141,0.2965513,0.3863684,0.09059974,-0.107170686,-0.20596181,0.09969416,-0.07328651,0.075938985,-0.24903408,-0.27888998,-0.005754651,-0.2293888,0.15204976,-0.30000424,-0.18681479,0.559292,0.31556863,-0.34346738,-0.26093358,0.25389624
Nylon,0.3079633,0.43683785,-0.13841346,0.15407473,0.68849987,-0.43738514,0.6222349,0.015135523,-0.8203627,0.5396,-0.50198674,0.022437466,-0.29504517,0.278965,0.52996737,0.80811024,-0.9118909,0.013248654,0.20946725,0.2369463,-0.025619695,0.1743302,-0.10695214,0.09324198,-0.056641344,0.40050286,-0.17523478,0.07788952,0.2109569,0.68717456,-0.21704455,0.7826364,0.58267415,-0.058494996,-0.79859483,0.22630654,0.25387755,-0.78421736,-0.15779014,-0.17395851,0.2794422,-0.100322075,-0.32867306,0.8621442,0.6549931,0.45379004,-0.4478182,0.0755986,0.010302755,0.2908601,-0.42103627,-0.18257272,0.5293792,-0.61062837,0.4002286,-0.67743784,0.56230396,-0.10674394,0.38228235,0.2791967,-0.074512124,-0.5546876,-0.5463009,0.52402335
P3HP,0.11728114,-0.33870673,0.028903674,0.6731938,-0.103174,-0.36731505,0.018430665,-0.4493163,-0.8438686,0.25820655,-0.08965986,0.2789849,-0.3536324,-0.30358648,-0.18138552,0.73334116,0.07199447,0.05117053,-0.04762658,0.01981077,0.047431156,0.4244539,0.38213396,0.68823963,0.03626245,-0.21889025,0.5070527,-0.10748628,-0.21867709,0.14414847,-0.5962571,0.1884719,0.42323545,0.42165044,-0.057437878,0.54941654,0.08312877,0.45640054,-0.094269425,-0.647172,0.2759001,-0.011766651,-0.34058535,0.071900025,0.10506526,0.26760617,0.21478893,0.2936949,-0.3790636,-0.23203623,0.16827114,0.46094388,-0.21570787,0.032245092,0.016005442,-0.21745342,0.28617573,-0.1736968,-0.108182736,0.4480874,0.78675234,-0.20274211,-0.28918883,0.13345173
PE,-0.009261045,-0.16494983,0.2508365,0.37463892,0.13854797,-0.3423931,0.31522736,-0.2315601,-0.959967,0.3842797,0.19160654,0.06904632,-0.3606712,-0.14137733,-0.09579498,0.45566672,-0.16571647,0.1560748,0.016085403,-0.11061039,-0.06543086,0.44057915,0.37954447,0.41373602,-0.13971084,-0.1894395,0.59905535,0.020201402,0.11515097,0.37449402,-0.6530394,0.26012173,0.45256436,0.25064477,-0.30273443,0.43598172,0.13398986,0.08332446,-0.06629384,-0.3794722,0.2701871,-0.20478001,-0.2834339,0.37206626,0.40906382,0.46279746,0.1522563,0.26442564,-0.25954893,-0.17183147,0.061029352,0.117384724,-0.33680207,-0.15545805,0.0762336,-0.5749911,0.11045172,0.032333575,0.27428156,0.34749404,0.3464198,-0.18216947,-0.5061508,0.31904516
PBSA,0.049946446,0.03588992,0.43764582,-0.026866067,0.044589397,-0.16319917,0.45029753,0.3079658,-0.7267369,0.41327083,0.27961373,0.1787824,0.110642396,-0.1687437,0.09951706,0.32033357,-0.16204192,0.3015465,0.13830659,0.18381184,0.03296892,-0.012472149,0.2693908,0.10328979,-0.12611423,0.040913403,0.19078419,0.13583723,0.25702024,-0.053210188,-0.16333944,0.4653202,0.43441656,0.34995165,-0.36784804,0.31082505,0.27137998,-0.070685014,-0.35274863,-0.11061642,-0.23374937,-0.23906665,0.041810054,0.5119023,0.36381054,0.37719432,0.03695009,-0.040928945,-0.13113996,0.22976623,-0.24314548,0.026476186,-0.43069425,-0.29420045,0.008124773,-0.3502305,0.16295335,-0.28925923,-0.030839037,0.47885704,0.07422206,-0.30704686,-0.17730722,0.29393473
PVA,0.34573117,0.41627407,0.5342136,-0.7132341,-0.065760344,-1.4935505,1.3682579,-0.36191735,-0.9391382,1.4253774,-0.11983703,0.27427378,1.5699025,0.32096198,0.018544469,1.9051725,-0.15724814,1.2119558,0.9294379,-0.23523703,-0.28506002,-0.81992936,-0.10051829,1.2390305,0.6664954,0.7449623,-0.6329771,0.90289915,0.11307238,-0.0023729908,0.065956004,0.5782337,0.19787467,0.8491318,0.24947119,0.43126455,-0.535981,-0.27030525,0.392611,-1.0458225,0.21530195,1.2135894,-1.0257628,0.4793315,0.8654226,0.3235503,-0.80071896,0.6602175,-0.14479557,-0.07183998,-0.16428477,0.25092328,-1.4420545,-0.38231426,1.0251515,-0.90022635,1.1422384,-1.2592294,-0.84971786,1.5144551,0.6081906,-0.580892,-0.27789947,-0.56170577
PBS,0.06305628,0.0034000962,0.45956486,0.040519476,0.091749325,-0.19225094,0.43996927,0.26739994,-0.8392087,0.40694433,0.2715239,0.15997864,0.015599648,-0.20315996,0.11233654,0.35333005,-0.15541838,0.26608288,0.08149755,0.14946614,0.028505262,0.042767033,0.30361807,0.15097882,-0.15559098,0.0160164,0.29300582,0.1091906,0.28054085,0.03297944,-0.24121702,0.46290287,0.4625986,0.37511364,-0.39325595,0.35826558,0.27043992,-0.09048835,-0.33335504,-0.14335482,-0.14936265,-0.26040372,-0.0103813335,0.54403603,0.40710747,0.41534328,0.042385202,0.012312326,-0.1603718,0.17664936,-0.24241583,0.035334315,-0.43883106,-0.27774838,0.018891113,-0.39983132,0.21537104,-0.2609311,0.04506776,0.46139675,0.087835185,-0.26409042,-0.26390907,0.2987347
PS,1.0032115,-0.19459432,0.8817607,0.70596063,0.38567507,-0.4076554,0.44591287,0.19636221,-2.9390318,1.6561934,-0.24783087,0.7520469,-1.4607681,-0.557804,0.056775186,1.0734189,0.1331174,1.422384,0.80477595,-0.085606925,0.25557998,0.37427658,1.2460945,1.9642072,0.032654367,-0.17287226,2.115042,0.21823445,0.829976,1.0148417,-1.9181994,1.5793523,1.9136351,0.95582014,-1.6825207,0.5654927,1.1962653,-0.4314413,-0.6511045,-1.3569685,-0.65073395,-0.80942017,-0.8091438,1.3792043,2.0286074,1.7821301,0.16255686,-0.728953,-1.185998,0.09357357,-0.45550466,0.25185868,-0.48071325,-1.0150405,0.7302031,-1.126496,1.0763686,-0.5970982,0.115760006,0.9950413,0.5573658,-0.8933325,-2.1430357,0.8656381
PA,0.3079633,0.43683785,-0.13841346,0.15407473,0.68849987,-0.43738514,0.6222349,0.015135523,-0.8203627,0.5396,-0.50198674,0.022437466,-0.29504517,0.278965,0.52996737,0.80811024,-0.9118909,0.013248654,0.20946725,0.2369463,-0.025619695,0.1743302,-0.10695214,0.09324198,-0.056641344,0.40050286,-0.17523478,0.07788952,0.2109569,0.68717456,-0.21704455,0.7826364,0.58267415,-0.058494996,-0.79859483,0.22630654,0.25387755,-0.78421736,-0.15779014,-0.17395851,0.2794422,-0.100322075,-0.32867306,0.8621442,0.6549931,0.45379004,-0.4478182,0.0755986,0.010302755,0.2908601,-0.42103627,-0.18257272,0.5293792,-0.61062837,0.4002286,-0.67743784,0.56230396,-0.10674394,0.38228235,0.2791967,-0.074512124,-0.5546876,-0.5463009,0.52402335
